childId,childName,parentId,parentName
1577,"Job, chapter 7",135,Bible: Old Testament
9938,"Boswell, James (1740–1795)",102,named individuals
8339,"instrument, spinet",80,fine arts and music
12095,"Oxford, Christ Church Cathedral",115,"UK cities, towns and villages"
12492,"Marrick, Marrick Priory",115,"UK cities, towns and villages"
28873,"Capua, Porto Napoli",107,"cities, towns, villages (non-UK)"
24518,River Meurthe,111,natural features (non-UK)
24517,Saint-Nicolas-de-Port,107,"cities, towns, villages (non-UK)"
5613,"exploration: Amelia Earhart, transatlantic flight, 1932",38,politics and society
15708,"Hanworth, Hanworth Air Park",9301,UK London
5646,"Earhart, Amelia",102,named individuals
23438,"newspaper, 'Daily Sketch'",174,"reading, writing, printed matter"
10908,fin,64,animals: features
4735,"royalty: Victoria, coronation, 28 Jun 1838",38,politics and society
10538,protection - helmet,1030,abstract concepts
13400,needle,83,domestic
14377,consolation - snowdrop,163,emotional states and conditions
15459,time - fallen leaves,1030,abstract concepts
14279,"Webb, Henry, Sir",102,named individuals
11547,Sesto,107,"cities, towns, villages (non-UK)"
16380,"France, Quercy",108,countries and continents
536,"Lathbury, Marjorie",102,named individuals
15611,"Thomasson, Marjorie",102,named individuals
18325,"Picart, Bernard, etching",10639,"fine art and design, named works"
18286,"Calabresi, Ubaldo, Monsignor",102,named individuals
18285,"Viola, Roberto Eduardo",102,named individuals
17438,"disaster: Worthing Pier, destruction, 1913",38,politics and society
12507,Tatham,115,"UK cities, towns and villages"
18277,"instrument of torture, choke pear",86,tools and machinery
1625,confession,133,Judaeo-Christian imagery
25907,"Tonbridge, Tonbridge Castle",115,"UK cities, towns and villages"
13856,Frankenmarkt,107,"cities, towns, villages (non-UK)"
16019,"magazine, 'cutie'",174,"reading, writing, printed matter"
8278,Capel-Carrig,115,"UK cities, towns and villages"
9841,"Hedingham, Hedingham Castle",115,"UK cities, towns and villages"
17994,division,30,universal concepts
17995,dissecting table,171,medical
17992,underpass,28,"townscapes, man-made features"
16626,"Brown, Cathy Madox",102,named individuals
17122,peace - dove,1030,abstract concepts
15413,"philosophy, Nietzsche",149,"education, science and learning"
9584,Schloss Arenfels,8407,man-made landmarks (non-UK)
14357,Manto,141,classical myths: gods and heroes
15348,Hebe,141,classical myths: gods and heroes
15347,Worrell,102,named individuals
9759,Ampezzo,107,"cities, towns, villages (non-UK)"
9094,Lake of Neuchâtel,111,natural features (non-UK)
12278,Suilven,112,UK natural features
18642,"Ukeles, Mierle Laderman, performance, 'Hartfor Wash: Washing, Tracks, Maintenance: Outside'",10639,"fine art and design, named works"
9019,River Ceiriog,112,UK natural features
6693,Hill of Evil Counsel,111,natural features (non-UK)
6692,Valley of Jehoshaphat,111,natural features (non-UK)
17883,car washing,124,industrial and crafts
12961,Archer children,101,named families
18446,"Borges, Jorge Luis, 'Tiön, Uqbar, Orbis Tertius'",58,literature (not Shakespeare)
17503,"mathematics, Archimedes",149,"education, science and learning"
18445,black hole,69,astronomy
8090,machine power - horse,8024,society
7065,"Kristian, Roald",102,named individuals
17530,"newspaper, 'The Sunday Mirror'",174,"reading, writing, printed matter"
17533,"Yorkshire, South",114,UK counties
17532,Orgreave,115,"UK cities, towns and villages"
11450,"Nottingham, Wollaton Hall",115,"UK cities, towns and villages"
22139,"Marx, Siegfried, ‘Astro-photography Stages of Photographic Development'",58,literature (not Shakespeare)
22138,"glass, Murano",80,fine arts and music
12788,"Harris, James",102,named individuals
7862,Beeston - non-specific,115,"UK cities, towns and villages"
15392,"Wilson, Richard, 'The Convent on the Rock'",10639,"fine art and design, named works"
8853,Orléans - non-specific,107,"cities, towns, villages (non-UK)"
18425,"di Duccio, Agostino, sculpture",10639,"fine art and design, named works"
17769,"Chaimowicz, Marc Camille",102,named individuals
18027,"Smith, Lowell",102,named individuals
2163,Ben Ledi,112,UK natural features
4492,Waterperry,115,"UK cities, towns and villages"
18514,"Bromley-by-Bow, Gillender Street 30, ACME studios",9301,UK London
12837,Highmore,102,named individuals
14282,"Lahr, Esther",102,named individuals
14191,Kapuzinerberg,111,natural features (non-UK)
3499,"Gainsborough, Margaret",102,named individuals
18329,"Pernia, Antonio, Lieutenant",102,named individuals
18328,"de Damhouder, Joos, 'Praxis Rerum Criminalium'",58,literature (not Shakespeare)
10587,Aiguille Verte,111,natural features (non-UK)
10588,Rochers des Mottets,111,natural features (non-UK)
10179,Montgomery sisters,101,named families
10178,"Beresford, Barbara",102,named individuals
5281,"Gardiner, Elizabeth",102,named individuals
5282,"Townsend, Anne, Marchioness of",102,named individuals
5277,Hymen,141,classical myths: gods and heroes
10502,"Coxe, Peter, 'The Social Day'",58,literature (not Shakespeare)
28557,La Gaiola,111,natural features (non-UK)
26691,natural arch,73,seascapes and coasts
11519,"Maratti, Carlo",10639,"fine art and design, named works"
5284,"Gordon, Frances Ker",102,named individuals
14508,"Knewstub, Grace",102,named individuals
14509,"Orpen, Grace, Lady",102,named individuals
5032,Tabboo!,102,named individuals
12317,"Feldman, Morton",102,named individuals
17022,Ashdown Forest,112,UK natural features
5886,Slough,115,"UK cities, towns and villages"
13735,Thames Barrage,9301,UK London
22688,ruins - non-specific,27,ruins
21017,social disorder - destroyed tree,8024,society
21011,"Camberwell, Burgess Park",9301,UK London
21013,sapling,1809,trees
4740,"Paris, Boulevard de Clichy",107,"cities, towns, villages (non-UK)"
13808,Alpnach,107,"cities, towns, villages (non-UK)"
14078,"Ashford in the Water, Ashford Mill",115,"UK cities, towns and villages"
15748,"Kawanishi, Hiroshi",102,named individuals
15749,"Kawanishi, Marsha",102,named individuals
8473,Jake,102,named individuals
13317,Little Moreton Hall,112,UK natural features
7633,"Northampton, Bridge Street, Angel Inn",115,"UK cities, towns and villages"
16095,"royalty: Prince of Wales, investiture, 1969",38,politics and society
8280,Oxwich Bay,112,UK natural features
19178,"exhibition: 'Grüsse an Beuys von 199 Künstlern', Städtisches Museum, Cleves, 1987",18725,arts
6626,archery,54,sport
10129,"Lewis, Geoff",102,named individuals
18637,"Export, Valie, 'Lean In'",10639,"fine art and design, named works"
22097,"flag, Saint Vincent and the Grenadines",169,religious and ceremonial
28941,Lake Lucrino,111,natural features (non-UK)
28943,Monte Nuovo,111,natural features (non-UK)
6985,"Grey, Elizabeth, Lady",102,named individuals
6986,"Kent, Countess of",102,named individuals
23133,"Van Gogh, Vincent, painting, 'The Bedroom' 1888",10639,"fine art and design, named works"
23132,"Berkhampstead, Torrington Road 4",115,"UK cities, towns and villages"
8038,Czechoslovakia - swimmer,8025,countries
8075,"Chamberlain, Neville - crab",8027,people
18183,climbing frame,285,sports and games
14656,"Frankfurt, Fahrtor",107,"cities, towns, villages (non-UK)"
3498,"Bate-Dudley, Henry, Bt, Rev.",102,named individuals
8619,barrage balloon,90,weapons
4267,"Collier, Ann",102,named individuals
18351,Chiavari,107,"cities, towns, villages (non-UK)"
4790,"Nottingham, Nottingham Castle",115,"UK cities, towns and villages"
8628,Simon of Cyrene,134,Bible: New Testament
14667,Lago di Levico,111,natural features (non-UK)
1064,"Spain, Ibiza",108,countries and continents
2413,Algeciras,107,"cities, towns, villages (non-UK)"
14541,"Haza, Ofra",102,named individuals
14540,Gaza,107,"cities, towns, villages (non-UK)"
14542,"Kratsman , Miki, photograph",10639,"fine art and design, named works"
17199,pomposity,31,emotions and human qualities
24717,"Romano, Giulio, painting, 'Holy Family'",10639,"fine art and design, named works"
4493,Porto Venere,107,"cities, towns, villages (non-UK)"
8950,"Paris, Place de la Concorde",107,"cities, towns, villages (non-UK)"
18588,"Oxford, Radcliffe Library",115,"UK cities, towns and villages"
28325,"Genzano di Roma, San Sebastiano fountain",107,"cities, towns, villages (non-UK)"
28326,"Genzano di Roma, Santissima Trinità",107,"cities, towns, villages (non-UK)"
10678,"Holiday, Henry, painting, 'The Meeting of Dante with Beatrice'",10639,"fine art and design, named works"
14657,Engelhaus Castle,8407,man-made landmarks (non-UK)
16519,Mont Chetif,111,natural features (non-UK)
15807,"ship, sailing, 'St Lawrence'",161,transport: water
12276,"Dordrecht, Groote Kerk",107,"cities, towns, villages (non-UK)"
14378,Cayman Islands,108,countries and continents
17051,"Walker, Mrs John Hanson",102,named individuals
6495,growth - tree,1030,abstract concepts
19137,"Düsseldorf, Grabbeplatz 4, Kunsthalle",107,"cities, towns, villages (non-UK)"
19136,"exhibition: 'Manifeste Aufbrüche', Kunsthalle, Düsseldorf, 1984",18725,arts
5464,decoy duck,285,sports and games
1186,settle,82,furnishings
2046,"Blamey, Norman",102,named individuals
9804,Finstermünz,107,"cities, towns, villages (non-UK)"
15787,"dog, spitz",67,animals: mammals
2279,Bromion's cave,110,"mythical, religious, fictional"
2274,Bromion,716,characters
11246,"Bolan, Marc",102,named individuals
5560,"Agnew, Alexandra Georgette",102,named individuals
19617,Tréboul,107,"cities, towns, villages (non-UK)"
14588,Tonnelet Spring,111,natural features (non-UK)
16247,"USA, Kentucky",108,countries and continents
21620,"Roberts, David, 'Four Fables'",58,literature (not Shakespeare)
18180,"dog, corgi",67,animals: mammals
6512,Sancreed,115,"UK cities, towns and villages"
13736,"France, Entre-Deux-Mers",108,countries and continents
13669,Pétrusse valley,111,natural features (non-UK)
20992,"Paris, Place de l'Opéra, Palais Garnier",107,"cities, towns, villages (non-UK)"
5081,"Heron, Delia",102,named individuals
5082,"Heron, Katharine",102,named individuals
18671,El Masri,102,named individuals
18670,Tarho,102,named individuals
21502,"Poussin, Nicolas",102,named individuals
15330,Schönbühel Castle,8407,man-made landmarks (non-UK)
15331,Schönbühel Monastery,8407,man-made landmarks (non-UK)
12693,cell,26,residential
17791,"Cebrian, Katherine",102,named individuals
14008,"Chatterton, Thomas",102,named individuals
19581,windscreen,160,transport: land
3960,"Hilton, Roger, Mrs",102,named individuals
12003,Longthwaite,115,"UK cities, towns and villages"
16912,winding tower,19,industrial
16914,"Aberdare, Bwllfa Colliery",115,"UK cities, towns and villages"
16916,"Caerau, Caerau Colliery",115,"UK cities, towns and villages"
16918,"Mountainash, Cwmcynon Colliery",115,"UK cities, towns and villages"
16919,"Old Strafford, Robroyd Colliery",115,"UK cities, towns and villages"
16920,"Philadelphia, Lady Dorothea Colliery",115,"UK cities, towns and villages"
16915,"Pontypridd, Lady Windsor Colliery",115,"UK cities, towns and villages"
16913,"Sheffield, Silverhill Colliery",115,"UK cities, towns and villages"
16917,"Treharris, Deep Navigation Colliery",115,"UK cities, towns and villages"
4126,Kanpur,107,"cities, towns, villages (non-UK)"
26757,Newton,115,"UK cities, towns and villages"
23104,Ormonde Terrace,9301,UK London
11545,"flag, Denmark",169,religious and ceremonial
1720,"Poictevin, Francis",102,named individuals
10163,Skeabost,115,"UK cities, towns and villages"
7526,Glen Lyon,112,UK natural features
7527,Grampian Mountains,112,UK natural features
10610,MacGregor's Leap,112,UK natural features
10609,River Lyon,112,UK natural features
8319,Hebrides,112,UK natural features
4456,parachuting,54,sport
12251,Craigmillar - non-specific,115,"UK cities, towns and villages"
6979,"Paris, Rue Saint Martin, La Porte Saint Martin",107,"cities, towns, villages (non-UK)"
17029,"Greece, Patmos",108,countries and continents
8472,"Poe, Edgar Allan, 'The Domain of Arnheim'",58,literature (not Shakespeare)
4497,Gerberoy,107,"cities, towns, villages (non-UK)"
14426,"Spain, Catalonia - barretina cap",8025,countries
18396,"Holman Hunt, Edith",102,named individuals
18397,"Hunt, William Holman, 'The Triumph of the Innocents'",10639,"fine art and design, named works"
13982,"L.,E., 'Count Burckhardt'",58,literature (not Shakespeare)
3018,Amroha,107,"cities, towns, villages (non-UK)"
5860,Edfu,107,"cities, towns, villages (non-UK)"
8498,"Poe, Edgar Allan, 'The Haunted Palace'",58,literature (not Shakespeare)
10664,Banff - non-specific,115,"UK cities, towns and villages"
15647,"Young-Hunter, Mary",102,named individuals
15646,"Kensington, Holland House",9301,UK London
18315,"Memling, Hans, painting, 'The Last Judgement'",10639,"fine art and design, named works"
12610,Teesdale,112,UK natural features
5825,"Cremorne, Philadelphia Hannah, Viscountess",102,named individuals
17580,"Hyde, Henrietta",102,named individuals
17581,"Hyde, Mary",102,named individuals
10417,blackberry,72,plants and flowers
9717,"Tyler, William",102,named individuals
17262,Tyrrhenian Sea,111,natural features (non-UK)
25599,Beauport,8285,UK man-made landmarks
29425,"Amalfi, Church of San Benedetto",107,"cities, towns, villages (non-UK)"
29426,"Amalfi, Duomo di Sant’Andrea",107,"cities, towns, villages (non-UK)"
29427,"Amalfi, Torre di Poggerola",107,"cities, towns, villages (non-UK)"
22998,Pennance,115,"UK cities, towns and villages"
12021,Brothers Water,112,UK natural features
16216,"Soho, Romilly Street",9301,UK London
9608,Lamorna,115,"UK cities, towns and villages"
13719,brewery,19,industrial
9400,oracle,138,magic and occultism
