id,material
59221,"on paper, unique Graphite on paper"
46048,"on paper, unique"
48445,"on paper, unique Graphite on paper"
12274,painting Oil paint on canvas
45949,"on paper, unique Graphite on paper"
54347,"on paper, unique Graphite on paper"
30372,"on paper, unique Graphite on paper"
29383,"on paper, unique"
10710,relief Oil paint on hardboard on plywood
35261,"on paper, unique Graphite on paper"
749,"on paper, print Woodcut on paper"
27827,"on paper, unique Graphite on paper"
5570,"on paper, unique Lithograph on paper and screenprint on paper on screenprint on paper"
12273,painting Oil paint on canvas
46049,"on paper, unique"
124602,"on paper, unique"
30373,"on paper, unique Graphite on paper"
54346,"on paper, unique Graphite on paper"
29384,"on paper, unique Graphite on paper"
10711,"on paper, unique Watercolour, oil paint, graphite and ink on paper"
35262,"on paper, unique Graphite on paper"
48444,"on paper, unique Graphite on paper"
27826,"on paper, unique Graphite on paper"
5571,"on paper, print Lithograph on paper on screenprint on paper"
12272,painting Oil paint on canvas
54345,"on paper, unique Graphite on paper"
30370,"on paper, unique Graphite on paper"
37660,"on paper, unique Graphite on paper"
25428,"on paper, print Etching on paper"
48443,"on paper, unique Graphite on paper"
27825,"on paper, unique Graphite on paper"
35263,"on paper, unique"
29385,"on paper, unique"
46046,"on paper, unique"
46047,"on paper, unique"
45948,"on paper, unique Graphite on paper"
5572,Film
12271,painting Oil paint on canvas
64180,"on paper, unique"
54344,"on paper, unique Graphite on paper"
30371,"on paper, unique Graphite on paper"
25429,"on paper, print Etching on paper"
118745,painting Oil paint on canvas
27824,"on paper, unique Graphite on paper"
48442,"on paper, unique Graphite on paper"
35264,"on paper, unique Graphite on paper"
29386,"on paper, unique Graphite on paper"
48449,"on paper, unique Graphite on paper"
56740,"on paper, unique Graphite on paper"
32773,"on paper, unique"
100678,installation Plastic beads and cord
30376,"on paper, unique Graphite on paper"
54343,"on paper, unique Graphite on paper"
745,"on paper, print Woodcut and screenprint on paper"
23029,"on paper, unique Graphite on paper"
25426,"on paper, print Etching on paper"
27823,"on paper, unique Graphite on paper"
51846,"on paper, unique Graphite on paper"
29387,"on paper, unique Graphite on paper"
48448,"on paper, unique Graphite on paper"
32772,"on paper, unique"
22929,"on paper, unique Graphite and watercolour on paper"
56741,"on paper, unique Graphite on paper"
30377,"on paper, unique Graphite on paper"
54342,"on paper, unique Graphite on paper"
121267,"on paper, print Photograph, gelatin silver print on paper
"
23028,"on paper, unique Chalk on paper"
27822,"on paper, unique Graphite on paper"
746,"on paper, print Etching, drypoint and aquatint on paper"
51845,"on paper, unique Graphite on paper"
25427,"on paper, print Etching on paper"
29388,"on paper, unique Graphite on paper"
48447,"on paper, unique Graphite on paper"
51849,"on paper, unique Graphite on paper"
88190,sculpture Earthenware
30374,"on paper, unique Graphite on paper"
56742,"on paper, unique Graphite on paper"
32771,"on paper, unique"
54341,"on paper, unique Graphite on paper"
27821,"on paper, unique Graphite and watercolour on paper"
51848,"on paper, unique Graphite on paper"
29389,"on paper, unique Graphite on paper"
747,"on paper, print Etching on paper"
25424,"on paper, print Etching on paper"
48446,"on paper, unique Graphite on paper"
14670,"on paper, print Etching and engraving on paper"
97429,"on paper, unique Ink and graphite on paper"
32770,"on paper, unique"
100679,painting Oil paint on canvas
30375,"on paper, unique Graphite on paper"
56743,"on paper, unique Graphite on paper"
54340,"on paper, unique Graphite on paper"
27820,"on paper, unique Graphite on paper"
51847,"on paper, unique Graphite on paper"
748,"on paper, print Etching and drypoint on paper"
35260,"on paper, unique"
25425,"on paper, print Etching on paper"
35269,"on paper, unique Graphite on paper"
36201,"on paper, unique Graphite and watercolour on paper"
14671,"on paper, print Etching and mezzotint on paper"
3172,block for printing Copper plate
41147,"on paper, unique Graphite on paper"
88192,"sculpture Ochre porcelain
"
37666,"on paper, unique Graphite on paper"
43544,"on paper, unique Graphite on paper"
45941,"on paper, unique Graphite on paper"
46040,"on paper, unique"
61681,"on paper, unique Graphite on paper"
9009,"on paper, unique Graphite on paper"
10718,painting Oil paint on canvas
51842,"on paper, unique Graphite on paper"
14672,"on paper, print Etching and engraving on paper"
88191,"sculpture Ochre porcelain
"
41148,"on paper, unique Graphite on paper"
3171,block for printing Copper plate
37665,"on paper, unique"
43543,"on paper, unique Graphite on paper"
45942,"on paper, unique Graphite on paper"
1610,"on paper, unique Watercolour on paper"
61680,"on paper, unique Graphite on paper"
46041,"on paper, unique"
36202,"on paper, unique Graphite and watercolour on paper"
9008,painting Oil paint on canvas
51841,"on paper, unique Graphite on paper"
10719,painting Oil paint on canvas
41149,"on paper, unique"
14673,"on paper, print Etching and mezzotint on paper"
3170,block for printing Copper plate
88194,sculpture Reduced stoneware
37668,"on paper, unique Graphite on paper"
43546,"on paper, unique Graphite on paper"
22091,"on paper, print Etching on paper"
10716,painting Felt-tip pen and oil paint on hardboard
51844,"on paper, unique Graphite on paper"
38600,"on paper, unique Graphite on paper"
14674,"on paper, print Etching and engraving on paper"
45940,"on paper, unique Pen and ink on paper"
88193,sculpture Reduced stoneware
37667,"on paper, unique"
43545,"on paper, unique Graphite on paper"
22090,"on paper, print Etching on paper"
13210,sculpture Polyurethane foam and glass
51843,"on paper, unique Graphite on paper"
12279,painting Oil paint on canvas
10717,painting Oil paint on canvas
36204,"on paper, unique Graphite on paper"
43548,"on paper, unique Graphite on paper"
3176,block for printing Copper plate
45945,"on paper, unique Graphite on paper"
17171,"on paper, print Intaglio print on paper"
65118,"on paper, unique Graphite on paper"
60221,"on paper, unique Graphite on paper"
88196,sculpture Reduced stoneware
37662,"on paper, unique Graphite on paper"
8907,sculpture Terracotta
1613,painting Oil paint on mahogany
13211,sculpture Plastic and glass
14675,"on paper, print Etching and mezzotint on paper"
9005,"on paper, print Lithograph on paper"
10714,sculpture Painted wood
35265,"on paper, unique Graphite on paper"
46044,"on paper, unique Watercolour on paper"
61685,"on paper, unique Graphite on paper"
48441,"on paper, unique Graphite on paper"
12278,painting Oil paint on canvas
43547,"on paper, unique Graphite on paper"
17170,"on paper, print Line engraving on paper"
3175,block for printing Copper plate
13212,"sculpture Wood, steel and Perspex"
65117,"on paper, unique Graphite on paper"
88195,sculpture Reduced stoneware
60220,"on paper, unique Graphite on paper"
37661,"on paper, unique"
8906,sculpture Terracotta on plaster base
1614,"on paper, unique Watercolour on paper"
9004,"on paper, print Lithograph on paper"
48440,"on paper, unique Graphite on paper"
14676,"on paper, print Etching and engraving on paper"
10715,painting Oil paint and graphite on canvas
61684,"on paper, unique Graphite on paper"
35266,"on paper, unique Graphite on paper"
46045,"on paper, unique Watercolour on paper"
12277,painting Oil paint on canvas
12276,painting Oil paint on canvas
35267,"on paper, unique Graphite on paper"
3174,block for printing Copper plate
17173,"on paper, print Intaglio print on paper"
13213,"sculpture Fibreglass, Perspex and steel"
15610,"on paper, print Screenprint on paper"
45943,"on paper, unique Graphite on paper"
88198,sculpture Reduced stoneware
27829,"on paper, unique"
51840,"on paper, unique Graphite on paper"
37664,"on paper, unique Graphite on paper"
1611,painting Oil paint on mahogany
10712,"on paper, unique Graphite on paper mounted onto paper"
14677,"on paper, print Etching and mezzotint on paper"
46042,"on paper, unique"
8909,sculpture Terracotta
61683,"on paper, unique Graphite on paper"
9007,painting Oil paint on plywood
12275,painting Oil paint on canvas
43549,"on paper, unique Graphite on paper"
36200,"on paper, unique Graphite on paper"
35268,"on paper, unique Graphite on paper"
17172,"on paper, print Intaglio print on paper"
65119,"on paper, unique Graphite on paper"
3173,block for printing Copper plate
13214,sculpture Aluminium and Perspex
45944,"on paper, unique Graphite on paper"
88197,sculpture Reduced stoneware
27828,"on paper, unique"
37663,"on paper, unique"
1612,"on paper, unique Oil paint on paper"
10713,"on paper, unique Oil paint and graphite on paper"
14678,"on paper, print Etching and engraving on paper"
46043,"on paper, unique"
8908,sculpture Terracotta
9006,painting Oil paint on wood
61682,"on paper, unique Graphite on paper"
60225,"on paper, unique Graphite on paper"
59236,"on paper, unique Graphite on paper"
20521,"on paper, print Etching on paper"
19572,"on paper, print Engraving on paper"
17175,"on paper, print Intaglio print on paper"
15612,"on paper, print Screenprint on paper"
65126,"on paper, unique Graphite on paper"
97420,"on paper, unique Ink and dye on paper"
13215,sculpture Perspex and steel
33705,"on paper, unique"
6518,"on paper, print Etching and aquatint on paper"
8915,sculpture Plaster
41151,"on paper, unique"
61689,"on paper, unique Graphite on paper"
4112,sculpture Bronze
31308,"on paper, unique"
24482,"on paper, unique Chalk on paper"
38606,"on paper, unique Graphite on paper"
108909,"on paper, unique Photograph, gelatin silver print on paper"
1617,"on paper, unique Ink and graphite on paper"
9013,"on paper, print Lithograph on paper"
36209,"on paper, unique Graphite on paper"
62621,"on paper, unique Graphite on paper"
14679,"on paper, print Etching and mezzotint on paper"
22085,"on paper, print Etching on paper"
3179,block for printing Copper plate
20522,painting Oil paint on canvas
60224,"on paper, unique Graphite on paper"
17174,"on paper, print Intaglio print on paper"
65125,"on paper, unique Graphite on paper"
19573,"on paper, print Engraving on paper"
15611,"on paper, print Screenprint on paper"
13216,sculpture Perspex and steel
6519,"on paper, print Etching and aquatint on paper"
41152,"on paper, unique"
33704,"on paper, unique"
88199,sculpture Reduced stoneware
24483,"on paper, unique Graphite and ink on paper"
61688,"on paper, unique Graphite on paper"
62620,"on paper, unique Graphite on paper"
90120,painting Oil paint on canvas
4111,sculpture Bronze
108908,"on paper, unique Photograph, gelatin silver print on paper"
9012,"on paper, print Lithograph on paper"
31309,"on paper, unique"
8914,sculpture Plaster
66589,"on paper, print Lithograph on paper"
22084,"on paper, print Etching on paper"
38605,"on paper, unique"
1618,painting Oil paint on mahogany
59235,"on paper, unique Graphite on paper"
3178,block for printing Copper plate
22920,"on paper, unique Chalk and graphite on paper. Verso: chalk and graphite on paper"
60223,"on paper, unique Graphite on paper"
59238,"on paper, unique Graphite on paper"
20523,painting Oil paint on canvas
19570,"on paper, print Engraving on paper"
43550,"on paper, unique Graphite on paper"
17177,"on paper, print Intaglio print on paper"
65128,"on paper, unique Graphite on paper"
13217,sculpture Perspex and steel
33703,"on paper, unique"
15614,"on paper, print Woodcut on paper"
41153,"on paper, unique"
31306,"on paper, unique"
8917,sculpture Plaster
4110,sculpture Bronze
61687,"on paper, unique Graphite on paper"
